question_id,question_type,scene,question_text,choice_label,choice_text,primary_need,secondary_need,tertiary_need,安定欲求,自律欲求,成長欲求,探究欲求,関係欲求,評価欲求,影響欲求,秩序欲求,刺激欲求,創造欲求,意味欲求,score_total,source_bundle_id,source_example_ids,review_note
Q24,嫌な違和感,制作・思考の進め方,考えをまとめたり何かを作ったりするとき、止まりやすいのは？,A,完成形を指定されすぎて、自分なりの出し方ができないこと,自律欲求,創造欲求,評価欲求,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,1.0,B17,自律-15,
Q24,嫌な違和感,制作・思考の進め方,考えをまとめたり何かを作ったりするとき、止まりやすいのは？,B,材料や情報が散らかっていて、形にする前に迷子になること,秩序欲求,創造欲求,安定欲求,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.0,1.0,B17,秩序-13,
Q24,嫌な違和感,制作・思考の進め方,考えをまとめたり何かを作ったりするとき、止まりやすいのは？,C,うまく説明できない考えを、図や例えに落とし込めないこと,創造欲求,探究欲求,意味欲求,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.1,1.0,B17,創造-14,
Q24,嫌な違和感,制作・思考の進め方,考えをまとめたり何かを作ったりするとき、止まりやすいのは？,D,作っているうちに出てきた疑問を、調べる余裕がないこと,探究欲求,創造欲求,自律欲求,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,B17,探究-08,
Q25,自然行動,趣味や良かったものの共有,自分が良いと思ったものを誰かに話すとき、近い感覚は？,A,相手にも楽しんでもらえそうなら、自然に教えたくなる,関係欲求,評価欲求,刺激欲求,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,0.0,1.0,B05,関係-10,
Q25,自然行動,趣味や良かったものの共有,自分が良いと思ったものを誰かに話すとき、近い感覚は？,B,自分のおすすめが役に立ったり、行動のきっかけになると嬉しい,影響欲求,関係欲求,評価欲求,0.0,0.0,0.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,1.0,B05,影響-07,
Q25,自然行動,趣味や良かったものの共有,自分が良いと思ったものを誰かに話すとき、近い感覚は？,C,自分の見つけ方やこだわりまで伝わると嬉しい,評価欲求,意味欲求,創造欲求,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.2,1.0,B05,評価-07,
Q25,自然行動,趣味や良かったものの共有,自分が良いと思ったものを誰かに話すとき、近い感覚は？,D,話しているうちに、別の面白そうなものにも広げたくなる,刺激欲求,探究欲求,関係欲求,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0,1.0,B05,刺激-14,
Q26,自然行動,イベント・遊びの作り方,ちょっとしたイベントや遊びを考えるなら、近い発想は？,A,いつもと違う要素を一つ入れて、少し新鮮にしたい,刺激欲求,創造欲求,関係欲求,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.2,0.0,1.0,B18,刺激-04,
Q26,自然行動,イベント・遊びの作り方,ちょっとしたイベントや遊びを考えるなら、近い発想は？,B,その場に合うルールや小道具を足して、自分たちらしい形にしたい,創造欲求,関係欲求,刺激欲求,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.7,0.0,1.0,B18,創造-03,
Q26,自然行動,イベント・遊びの作り方,ちょっとしたイベントや遊びを考えるなら、近い発想は？,C,参加する人が入りやすく、置いていかれない流れにしたい,関係欲求,安定欲求,秩序欲求,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,1.0,B18,関係-07,
Q26,自然行動,イベント・遊びの作り方,ちょっとしたイベントや遊びを考えるなら、近い発想は？,D,あとから思い出せるような、ちょっとした意味や物語がほしい,意味欲求,創造欲求,刺激欲求,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,1.0,B18,意味-07,
Q27,自然行動,改善・振り返り,何かがうまくいかなかった後、次に取りやすい動きは？,A,原因を見て、次はどうすれば良くなるか試したくなる,成長欲求,探究欲求,影響欲求,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,B20,成長-04,
Q27,自然行動,改善・振り返り,何かがうまくいかなかった後、次に取りやすい動きは？,B,同じ失敗が起きないように、手順や共有方法を整える,秩序欲求,安定欲求,影響欲求,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,1.0,B20,秩序-14,
Q27,自然行動,改善・振り返り,何かがうまくいかなかった後、次に取りやすい動きは？,C,関わった人が次に動きやすくなるよう、改善案を出す,影響欲求,関係欲求,成長欲求,0.0,0.0,0.1,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,1.0,B20,影響-03,
Q27,自然行動,改善・振り返り,何かがうまくいかなかった後、次に取りやすい動きは？,D,どこが良くてどこが惜しかったのか、具体的に言語化したい,評価欲求,成長欲求,探究欲求,0.0,0.0,0.2,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,B20,評価-08,
Q28,自然行動,発表・見せる場,自分の成果を人前に出すとき、力が入りやすいのは？,A,見た人に、頑張ったところや工夫がちゃんと伝わること,評価欲求,創造欲求,関係欲求,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.2,0.0,1.0,B14,評価-04,
Q28,自然行動,発表・見せる場,自分の成果を人前に出すとき、力が入りやすいのは？,B,聞いた人の考えや行動が、少しでも変わること,影響欲求,評価欲求,意味欲求,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.1,1.0,B14,影響-05,
Q28,自然行動,発表・見せる場,自分の成果を人前に出すとき、力が入りやすいのは？,C,自分らしい見せ方や構成で、伝わる形にすること,創造欲求,自律欲求,評価欲求,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,1.0,B14,創造-14,
Q28,自然行動,発表・見せる場,自分の成果を人前に出すとき、力が入りやすいのは？,D,その成果が自分にとって何につながるのか、説明できること,意味欲求,成長欲求,評価欲求,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,1.0,B14,意味-01,
Q29,嫌な違和感,趣味・文化に触れる,作品や文化に触れたとき、物足りなさとして残りやすいのは？,A,きれいだけれど、背景や思想があまり感じられないこと,意味欲求,探究欲求,創造欲求,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.7,1.0,B21,意味-02,
Q29,嫌な違和感,趣味・文化に触れる,作品や文化に触れたとき、物足りなさとして残りやすいのは？,B,面白そうなのに、型通りで新鮮さがないこと,刺激欲求,創造欲求,探究欲求,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0,1.0,B21,刺激-10,
Q29,嫌な違和感,趣味・文化に触れる,作品や文化に触れたとき、物足りなさとして残りやすいのは？,C,作り手の工夫や表現の意図が見えにくいこと,探究欲求,創造欲求,評価欲求,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0,1.0,B21,探究-06,
Q29,嫌な違和感,趣味・文化に触れる,作品や文化に触れたとき、物足りなさとして残りやすいのは？,D,自分でも何か作りたくなる感覚まで届かないこと,創造欲求,刺激欲求,意味欲求,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.1,1.0,B21,創造-02,
Q30,嫌な違和感,チームの停滞,チームや場が停滞しているとき、特にもどかしいのは？,A,少し働きかければ変わりそうなのに、誰も動かないこと,影響欲求,成長欲求,関係欲求,0.0,0.0,0.2,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,1.0,B15,影響-06,
Q30,嫌な違和感,チームの停滞,チームや場が停滞しているとき、特にもどかしいのは？,B,必要な工夫や貢献が、表からほとんど見えないこと,評価欲求,影響欲求,関係欲求,0.0,0.0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,1.0,B15,評価-05,
Q30,嫌な違和感,チームの停滞,チームや場が停滞しているとき、特にもどかしいのは？,C,みんなが遠慮して、本音や困りごとを出せないこと,関係欲求,安定欲求,影響欲求,0.2,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,1.0,B15,関係-05,
Q30,嫌な違和感,チームの停滞,チームや場が停滞しているとき、特にもどかしいのは？,D,自分の判断で動ける余地がなく、待つしかないこと,自律欲求,影響欲求,安定欲求,0.1,0.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,B15,自律-10,
